,Code,Date,Open,High,Low,Close,Volume,Trading Value,Change,Next Change,MA5,MA20,MA60,MA120,MFI,ADI,OBV,CMF,FI,"EOM, EMV",VPT,NVI,VMAP,ATR,BHB,BLB,KCH,KCL,KCM,DCH,DCL,DCM,UI,SMA,EMA,WMA,MACD,ADX,"""-VI""","""+VI""",TRIX,MI,CCI,DPO,KST,Ichimoku,Parabolic SAR,STC,RSI,SRSI,TSI,UO,SR,WR,AO,KAMA,ROC,PPO,PVO
29,50120,2017-02-14,9500,9750,9200,9750,316499,3085865250,0.033934252,-0.025641026,9308,8894,8562.166667,8941.583333,91.41562584,2178520.409,21981204,0.104210599,24525458.83,8688811.023,11300.65268,769.9594214,9042.242755,307.951233,9581.994186,8206.005814,9194,8588,8891,9750,8320,9050,4.278774844,8980,9116.266176,9267.555556,198.1587161,26.17389737,0.817757009,1.170560748,0.17334177,25.41029181,197.3613748,-444,40.16563346,9110,8999.019589,98.21882623,74.10333138,1,23.96377135,66.12779645,100,0,393.5588235,9186.809101,15.65836299,2.221981704,14.12093952
30,50120,2017-02-15,9700,9700,9270,9500,173428,1647566000,-0.025641026,0.010526316,9428,8919,8574.166667,8942.166667,84.90138702,2190620.037,21807776,0.096449941,14827964.71,2479415.089,6293.285151,750.2168722,9094.190831,320.2404306,9655.230942,8182.769058,9228.333333,8604.333333,8916.333333,9750,8320,9185,3.921287012,9067.5,9175.302149,9340.222222,214.0915379,28.05841068,0.751101322,1.18061674,0.205364783,25.39470832,151.7636684,-489,47.78193184,9142.5,8999.019589,99.10941311,64.81248272,0.721662774,25.07757518,61.73479129,82.51748252,-17.48251748,451.5882353,9226.722564,12.4260355,2.389091689,13.70597819
31,50120,2017-02-16,9320,9700,9320,9600,280833,2695996800,0.010526316,-0.020833333,9532,8947.5,8589.166667,8943,88.89827471,2323646.195,22088609,0.142011875,16721584.04,3382793.333,-1490.734953,750.2168722,9168.038676,324.5089713,9740.642484,8154.357516,9261.166667,8622.166667,8941.666667,9750,8320,9250,3.368492387,9165,9240.64028,9421.333333,232.1119364,29.8083159,0.745762712,1.194915254,0.237376535,25.40821454,141.7851501,-297.5,53.02306174,9142.5,8999.019589,99.55470656,66.61552881,0.774168171,26.57649165,63.51921913,89.51048951,-10.48951049,525.5588235,9262.624656,13.87900356,2.576579964,18.16816885
32,50120,2017-02-17,9570,9620,9270,9400,83302,783038800,-0.020833333,0.010638298,9536,8968.5,8602,8944,85.23196338,2302225.68,22005307,0.151766281,11952729.17,-27310268.66,1220.678509,734.587354,9194.366351,326.3297591,9785.843869,8151.156131,9291.5,8632.5,8962,9750,8320,9250,2.881818871,9227.5,9265.15716,9445.333333,227.6309159,31.04465006,0.770020534,1.178644764,0.262967622,25.43500942,102.0497165,11.5,59.38856816,9167.5,8999.019589,99.77735328,59.99424127,0.574470401,25.50208791,66.0443219,75.52447552,-24.47552448,554.7647059,9273.637121,8.670520231,2.518730345,12.19080079
33,50120,2017-02-20,9200,9650,9200,9500,112996,1073462000,0.010638298,0.005263158,9550,8998.5,8616.166667,8948.583333,85.65483145,2339891.014,22118303,0.167407455,11859425.01,-7964883.713,-533.373227,734.587354,9224.806153,335.1633477,9847.034619,8149.965381,9325.166667,8653.166667,8989.166667,9750,8320,9300,2.139084683,9270.833333,9301.286827,9479.333333,229.5032684,31.65653475,0.789579158,1.166332665,0.284812922,25.50502194,93.07413953,-168.5,65.38402592,9172.5,9750,99.88867664,62.02660343,0.495727594,25.32486459,65.91233023,82.14285714,-17.85714286,530.0588235,9291.15432,5.79064588,2.529858289,8.642395839
34,50120,2017-02-21,9550,9600,9400,9550,111212,1062074600,0.005263158,-0.012565445,9510,9036,8637.333333,8951.916667,85.92041564,2395497.014,22229515,0.194854158,10959592.86,13487753.12,1787.411422,738.4536032,9257.771297,325.5088229,9911.977169,8160.022831,9353.333333,8694.333333,9023.833333,9750,8320,9310,1.70350774,9330.833333,9339.550392,9510.666667,232.3433933,32.2247134,0.851203501,1.218818381,0.303694326,25.53660788,94.1734741,-86,73.02790983,9172.5,9739,99.94433832,63.03769916,0.427124144,25.50478251,64.30422312,82.30088496,-17.69911504,506.3823529,9314.575317,8.154020385,2.551203605,5.59497013
35,50120,2017-02-22,9550,9550,9320,9430,88523,834771890,-0.012565445,-0.026511135,9496,9083.5,8657,8955.083333,81.1545732,2391648.188,22140992,0.223826193,7876399.597,-16888266.33,-527.0045743,729.1746051,9301.125796,318.6867641,9936.454278,8230.545722,9379.5,8747.5,9063.5,9750,8320,9310,1.910355365,9370.833333,9353.465717,9503.555556,222.3481249,32.12065601,0.864253394,1.147058824,0.316455679,25.52939275,69.80951033,-153.5,78.94941913,9205,9728.22,99.97216916,58.97883126,0.21699359,24.37432877,62.84495398,68,-32,468,9322.117219,5.363128492,2.435059265,1.798274736
36,50120,2017-02-23,9320,9650,9100,9180,156280,1434650400,-0.026511135,-0.021786492,9412,9117.5,8674.5,8955.75,72.24562048,2280831.46,21984712,0.176558208,1169771.083,-21115945.74,-5255.491017,729.1746051,9360.042829,335.2091381,9927.854861,8307.145139,9436.166667,8771.166667,9103.666667,9750,8320,9375,2.395895416,9391.666667,9326.778683,9438.666667,192.0401724,30.54862703,0.87206823,1.049040512,0.318400205,25.66164471,40.73708457,-217.5,78.95861194,9230,9717.6556,69.72307278,51.53419465,0,20.90841155,51.88052255,43,-57,418.9411765,9320.720879,2.799552072,2.102306182,2.581591414
37,50120,2017-02-24,9150,9370,8920,8980,309661,2780755780,-0.021786492,0.027839644,9328,9145,8690.333333,8955.75,64.64931413,2053746.727,21675051,0.090753547,-7844796.214,-33423647.15,-10889.58714,729.1746051,9336.892599,343.4084854,9895.266619,8394.733381,9481,8791,9136,9750,8320,9335,3.184213509,9398.333333,9273.428117,9338.222222,150.1517177,28.60520076,0.9048583,1.024291498,0.308033613,25.87556075,-10.04366812,-65,75.67709143,9185,9692.949376,34.86153639,46.47962036,0,16.26795396,46.53438615,14.44444444,-85.55555556,343.5,9305.496653,0.898876404,1.645809149,10.98629674
38,50120,2017-02-27,9100,9470,8970,9230,148069,1366676870,0.027839644,-0.014084507,9274,9184,8716.166667,8955.75,65.91673636,2059669.487,21823120,0.089826753,-1435932.47,25326030.43,-2624.238819,749.4745662,9340.912192,354.5935936,9863.452721,8504.547279,9534.666667,8814.666667,9174.666667,9750,8320,9335,3.476113238,9410.833333,9266.746868,9297.777778,135.565017,26.82615612,0.901701323,1.013232514,0.294838699,26.05473641,11.94860463,196,74.15657352,9172.5,9650,17.4307682,52.72190738,0.225975685,14.4117033,44.99146258,40.90909091,-59.09090909,289.7058824,9304.221402,1.651982379,1.484638235,9.126667908
39,50120,2017-02-28,9220,9320,9070,9100,106960,973336000,-0.014084507,0.010989011,9184,9217.5,8739,8955.5,60.9870986,1978379.887,21716160,0.068673955,-3217199.26,-5843305.909,2615.709323,738.9185864,9352.214386,347.1226226,9804.76059,8630.23941,9565.5,8853.5,9209.5,9750,8350,9310,3.898881552,9387.5,9241.093504,9242.888889,112.2214195,25.17418611,0.976878613,1.023121387,0.276914218,26.08800014,-13.19707473,212.5,69.15956694,9172.5,9606.2,8.715384098,49.48950313,0.108960117,11.82718902,44.00878219,26.13636364,-73.86363636,221.7941176,9285.629259,-2.985074627,1.229302135,5.503306305
40,50120,2017-03-02,9220,9220,9000,9200,166241,1529417200,0.010989011,-0.013043478,9138,9245,8764.833333,8955.5,54.29470323,2114395.251,21882401,0.109008447,-382727.9368,-11248729.25,320.3453026,738.9185864,9358.112096,338.0424353,9771.782688,8718.217312,9569.666667,8897.666667,9233.666667,9750,8620,9310,4.180217469,9368.333333,9234.771426,9216.888889,100.6306075,23.49998798,0.976608187,1.015594542,0.258275328,25.91847968,-30.06955591,505,66.35002899,9160,9565.028,4.357692049,51.9309187,0.197341274,10.52341771,44.05280706,33.73493976,-66.26506024,155.0294118,9282.700301,-2.43902439,1.10169757,5.586550773
41,50120,2017-03-03,9020,9170,9000,9080,80409,730113720,-0.013043478,0.007709251,9118,9250,8786.5,8950.75,48.62547917,2109665.31,21801992,0.054208226,-1706492.517,-5285477.994,778.0111323,729.2805179,9357.284042,328.1822613,9768.459256,8731.540744,9570,8919,9244.5,9750,8750,9285,4.565871987,9312.5,9210.960438,9175.777778,80.83004985,21.94537543,1.024193548,0.983870968,0.236856637,25.75894648,-54.58650861,250,59.8888692,9160,9526.32632,2.178846024,48.87783998,0.086817431,8.480041097,41.18365637,19.27710843,-80.72289157,99.23529412,9267.867025,-6.871794872,0.885311013,1.080615168
